,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental
9889,623B,TAMPINES AVE 12,15,2021,Y,N,N,N,N,N,TAP,104,0,0,52,52,0,0,0,0,0,0,0,0
9891,623C,TAMPINES AVE 12,13,2021,Y,N,N,N,N,N,TAP,87,0,0,0,57,30,0,0,0,0,0,0,0
9904,624A,TAMPINES AVE 12,15,2021,Y,N,N,N,N,N,TAP,52,0,0,0,26,26,0,0,0,0,0,0,0
9908,624B,TAMPINES AVE 12,15,2021,Y,N,N,Y,N,N,TAP,97,0,0,0,41,56,0,0,0,0,0,0,0
9922,625A,TAMPINES ST 61,15,2021,Y,N,N,N,N,N,TAP,52,0,0,0,26,26,0,0,0,0,0,0,0
9925,625B,TAMPINES ST 61,15,2021,Y,Y,N,N,N,N,TAP,110,0,0,0,54,56,0,0,0,0,0,0,0
9937,626A,TAMPINES ST 61,15,2021,Y,N,N,N,N,N,TAP,104,0,0,0,52,52,0,0,0,0,0,0,0
9947,627,TAMPINES ST 61,1,2022,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
9951,627A,TAMPINES ST 61,16,2021,Y,N,N,N,N,N,TAP,90,0,0,28,58,4,0,0,0,0,0,0,0
9952,627B,TAMPINES ST 61,16,2021,Y,N,N,Y,N,N,TAP,98,0,0,0,56,42,0,0,0,0,0,0,0
9971,629,TAMPINES NTH DR 2,2,2023,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,629A,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,155,0,0,28,127,0,0,0,0,0,0,0,0
9978,629B,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,140,0,0,28,84,28,0,0,0,0,0,0,0
10003,630A,TAMPINES NTH DR 2,14,2023,Y,N,N,N,N,N,TAP,132,0,0,24,108,0,0,0,0,0,0,0,0
10005,630B,TAMPINES NTH DR 2,14,2023,Y,N,N,N,N,N,TAP,120,0,0,24,72,24,0,0,0,0,0,0,0
10014,631,TAMPINES NTH DR 2,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10019,631A,TAMPINES NTH DR 2,13,2023,Y,N,N,N,N,N,TAP,100,0,0,0,68,32,0,0,0,0,0,0,0
10020,631B,TAMPINES NTH DR 2,13,2023,Y,N,N,N,N,N,TAP,108,0,0,0,66,42,0,0,0,0,0,0,0
10036,632A,TAMPINES NTH DR 2,14,2023,Y,N,N,N,N,N,TAP,108,0,0,0,59,49,0,0,0,0,0,0,0
10039,632B,TAMPINES NTH DR 2,15,2023,Y,N,N,N,N,N,TAP,81,0,0,0,41,40,0,0,0,0,0,0,0
10050,633,TAMPINES NTH DR 2,3,2022,N,Y,N,Y,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10057,633A,TAMPINES NTH DR 2,16,2023,Y,N,N,N,N,N,TAP,120,0,0,0,63,57,0,0,0,0,0,0,0
10062,633B,TAMPINES NTH DR 2,16,2022,Y,N,N,Y,N,Y,TAP,87,0,0,0,30,57,0,0,0,0,0,0,0
10073,634,TAMPINES NTH DR 2,1,2023,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10078,634A,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,119,0,0,0,65,54,0,0,0,0,0,0,0
10080,634B,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,82,0,0,0,42,40,0,0,0,0,0,0,0
10081,634C,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,119,0,0,0,65,54,0,0,0,0,0,0,0
10090,635,TAMPINES NTH DR 2,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10098,635A,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,86,0,0,0,59,27,0,0,0,0,0,0,0
10101,635B,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,139,0,0,0,111,28,0,0,0,0,0,0,0
10104,635C,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,82,0,0,26,28,28,0,0,0,0,0,0,0
10119,636A,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,166,0,96,28,42,0,0,0,0,0,0,0,0
10123,636B,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,82,0,0,0,56,26,0,0,0,0,0,0,0
10125,636C,TAMPINES NTH DR 2,16,2022,Y,N,N,N,N,N,TAP,166,0,96,28,42,0,0,0,0,0,0,0,0
10134,637,TAMPINES ST 62,1,2024,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10140,637A,TAMPINES ST 62,12,2023,Y,N,N,N,N,N,TAP,77,0,0,0,19,58,0,0,0,0,0,0,0
10143,637B,TAMPINES ST 62,13,2023,Y,N,N,N,N,N,TAP,136,0,0,0,72,64,0,0,0,0,0,0,0
10155,638,TAMPINES ST 62,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10163,638A,TAMPINES ST 62,10,2023,Y,N,N,N,N,N,TAP,108,0,0,0,59,49,0,0,0,0,0,0,0
10166,638B,TAMPINES ST 62,12,2023,Y,N,N,N,N,N,TAP,106,0,0,0,62,44,0,0,0,0,0,0,0
10178,639,TAMPINES ST 62,1,2023,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10181,639A,TAMPINES ST 62,10,2023,Y,N,N,N,N,N,TAP,108,0,0,0,75,33,0,0,0,0,0,0,0
10183,639B,TAMPINES ST 62,12,2023,Y,N,N,N,N,N,TAP,85,0,0,0,63,22,0,0,0,0,0,0,0
10205,640,TAMPINES ST 62,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10211,640A,TAMPINES ST 62,11,2023,Y,N,N,N,N,N,TAP,90,0,0,0,54,36,0,0,0,0,0,0,0
10215,640B,TAMPINES ST 62,12,2023,Y,N,N,Y,N,N,TAP,140,0,0,0,40,100,0,0,0,0,0,0,0
10225,641,TAMPINES ST 62,1,2023,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10229,641A,TAMPINES ST 62,13,2023,Y,N,N,Y,N,N,TAP,176,0,0,24,113,39,0,0,0,0,0,0,0
10231,641B,TAMPINES ST 62,14,2023,Y,N,N,N,N,N,TAP,175,0,0,74,101,0,0,0,0,0,0,0,0
10233,641C,TAMPINES ST 62,14,2023,Y,N,N,N,N,N,TAP,70,0,0,0,58,12,0,0,0,0,0,0,0
10281,645,TAMPINES ST 62,1,2023,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10284,645A,TAMPINES ST 62,14,2022,Y,N,N,N,N,N,TAP,134,0,0,0,88,46,0,0,0,0,0,0,0
10286,645B,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,176,0,0,0,98,78,0,0,0,0,0,0,0
10294,646,TAMPINES ST 62,7,2022,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10298,646A,TAMPINES ST 62,14,2022,Y,N,N,N,N,N,TAP,98,0,0,0,46,52,0,0,0,0,0,0,0
10299,646B,TAMPINES ST 62,15,2022,Y,N,N,Y,N,N,TAP,134,0,0,0,78,56,0,0,0,0,0,0,0
10307,647,TAMPINES ST 62,8,2022,N,N,N,Y,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10314,647A,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,194,0,0,0,110,84,0,0,0,0,0,0,0
10323,648,TAMPINES ST 62,1,2023,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10326,648A,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,182,0,0,42,70,70,0,0,0,0,0,0,0
10328,648B,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,182,0,0,42,70,70,0,0,0,0,0,0,0
10330,648C,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,168,0,0,0,84,84,0,0,0,0,0,0,0
10478,659,TAMPINES ST 64,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10505,660,TAMPINES ST 64,7,2024,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10512,660A,TAMPINES ST 64,16,2024,Y,N,N,N,N,N,TAP,118,0,0,0,60,58,0,0,0,0,0,0,0
10514,660B,TAMPINES ST 64,16,2024,Y,N,N,N,N,N,TAP,118,0,0,0,59,59,0,0,0,0,0,0,0
10516,660C,TAMPINES ST 64,16,2024,Y,N,N,N,N,N,TAP,118,0,0,0,60,58,0,0,0,0,0,0,0
10542,662,TAMPINES ST 64,5,2023,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10547,662A,TAMPINES ST 64,15,2023,Y,N,N,N,N,N,TAP,139,0,0,0,70,69,0,0,0,0,0,0,0
10550,662B,TAMPINES ST 64,15,2023,Y,N,N,Y,N,N,TAP,128,0,0,0,64,64,0,0,0,0,0,0,0
10553,662C,TAMPINES ST 64,16,2023,Y,N,N,Y,N,N,TAP,56,0,0,0,30,26,0,0,0,0,0,0,0
10561,663,TAMPINES ST 64,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10566,663A,TAMPINES ST 64,16,2024,Y,N,N,Y,N,N,TAP,56,0,0,0,30,26,0,0,0,0,0,0,0
10570,663B,TAMPINES ST 64,16,2024,Y,N,N,N,N,N,TAP,134,0,0,0,68,66,0,0,0,0,0,0,0
10573,663C,TAMPINES ST 64,16,2023,Y,N,N,N,N,N,TAP,136,0,0,0,68,68,0,0,0,0,0,0,0
10595,665,TAMPINES ST 64,5,2024,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
10600,665A,TAMPINES ST 64,16,2024,Y,N,N,N,N,N,TAP,89,0,0,30,30,29,0,0,0,0,0,0,0
10603,665B,TAMPINES ST 64,15,2024,Y,N,N,N,N,N,TAP,126,0,0,28,56,42,0,0,0,0,0,0,0
10605,665C,TAMPINES ST 64,16,2024,Y,N,N,N,N,N,TAP,131,0,0,30,60,41,0,0,0,0,0,0,0
11099,701,TAMPINES ST 71,14,1995,Y,N,N,N,N,N,TAP,78,0,0,0,52,26,0,0,0,0,0,0,0
11103,701A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11114,702,TAMPINES ST 71,14,1995,Y,N,N,Y,N,N,TAP,91,0,0,0,65,26,0,0,0,0,0,0,0
11125,703,TAMPINES ST 71,14,1995,Y,Y,N,N,N,N,TAP,91,0,0,0,65,26,0,0,0,0,0,0,0
11135,704,TAMPINES ST 71,16,1995,Y,N,N,N,N,N,TAP,90,0,0,0,30,60,0,0,0,0,0,0,0
11140,704A,TAMPINES ST 71,1,1995,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,705,TAMPINES ST 71,16,1995,Y,N,N,N,N,N,TAP,90,0,0,0,30,60,0,0,0,0,0,0,0
11157,706,TAMPINES ST 71,16,1995,Y,N,N,N,N,N,TAP,92,0,0,0,31,61,0,0,0,0,0,0,0
11166,707,TAMPINES ST 71,14,1995,Y,N,N,Y,N,N,TAP,104,0,0,0,78,26,0,0,0,0,0,0,0
11175,708,TAMPINES ST 71,14,1996,Y,Y,N,N,N,N,TAP,104,0,0,0,78,26,0,0,0,0,0,0,0
11185,709,TAMPINES ST 71,16,1995,Y,N,N,N,N,N,TAP,92,0,0,0,31,61,0,0,0,0,0,0,0
11203,710,TAMPINES ST 71,14,1995,Y,Y,N,N,N,N,TAP,91,0,0,0,65,26,0,0,0,0,0,0,0
11215,711,TAMPINES ST 71,15,1995,Y,N,N,N,N,N,TAP,84,0,0,0,28,56,0,0,0,0,0,0,0
11225,712,TAMPINES ST 71,15,1995,Y,N,N,N,N,N,TAP,86,0,0,0,29,57,0,0,0,0,0,0,0
11236,713,TAMPINES ST 71,14,1995,Y,N,N,Y,N,N,TAP,104,0,0,0,78,26,0,0,0,0,0,0,0
11244,714,TAMPINES ST 71,14,1995,Y,N,N,Y,N,N,TAP,104,0,0,0,78,26,0,0,0,0,0,0,0
11254,715,TAMPINES ST 71,15,1995,Y,N,N,N,N,N,TAP,86,0,0,0,29,57,0,0,0,0,0,0,0
11262,716,TAMPINES ST 71,15,1995,Y,N,N,N,N,N,TAP,86,0,0,0,29,57,0,0,0,0,0,0,0
11265,716A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11270,717,TAMPINES ST 72,14,1997,Y,Y,N,N,N,N,TAP,104,0,0,0,78,26,0,0,0,0,0,0,0
11279,718,TAMPINES ST 72,15,1996,Y,N,N,N,N,N,TAP,84,0,0,0,28,56,0,0,0,0,0,0,0
11287,719,TAMPINES ST 72,14,1996,Y,N,N,Y,N,N,TAP,91,0,0,0,65,26,0,0,0,0,0,0,0
11303,720,TAMPINES ST 72,15,1996,Y,N,N,N,N,N,TAP,86,0,0,0,29,57,0,0,0,0,0,0,0
11306,720A,TAMPINES ST 72,1,1996,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11312,721,TAMPINES ST 71,15,1995,Y,N,N,Y,N,N,TAP,84,0,0,0,28,56,0,0,0,0,0,0,0
11321,722,TAMPINES ST 72,15,1996,Y,N,N,N,N,N,TAP,84,0,0,0,28,56,0,0,0,0,0,0,0
11330,723,TAMPINES ST 72,15,1996,Y,N,N,N,N,N,TAP,84,0,0,0,28,56,0,0,0,0,0,0,0
11333,723A,TAMPINES ST 72,5,1996,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11339,724,TAMPINES ST 71,14,1995,Y,N,N,N,N,N,TAP,134,0,0,0,80,54,0,0,0,0,0,0,0
11347,725,TAMPINES ST 71,14,1995,Y,N,N,Y,N,N,TAP,127,0,0,0,76,51,0,0,0,0,0,0,0
11353,726,TAMPINES ST 71,14,1996,Y,N,N,Y,N,N,TAP,127,0,0,0,76,51,0,0,0,0,0,0,0
11359,727,TAMPINES ST 71,14,1996,Y,N,N,Y,N,N,TAP,98,0,0,0,49,49,0,0,0,0,0,0,0
11362,727A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11366,728,TAMPINES ST 71,14,1996,Y,N,N,N,N,N,TAP,100,0,0,0,50,50,0,0,0,0,0,0,0
11373,729,TAMPINES ST 71,14,1996,Y,N,N,N,N,N,TAP,100,0,0,0,50,50,0,0,0,0,0,0,0
11389,730,TAMPINES ST 71,14,1996,Y,Y,N,Y,N,N,TAP,111,0,0,0,62,49,0,0,0,0,0,0,0
11392,730A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11395,731,TAMPINES ST 71,14,1995,Y,N,N,N,N,N,TAP,134,0,0,0,80,54,0,0,0,0,0,0,0
11399,732,TAMPINES ST 71,14,1995,Y,N,N,N,N,N,TAP,134,0,0,0,80,54,0,0,0,0,0,0,0
11404,733,TAMPINES ST 71,14,1995,Y,N,N,N,N,N,TAP,130,0,0,0,78,52,0,0,0,0,0,0,0
11409,734,TAMPINES ST 71,14,1995,Y,N,N,N,N,N,TAP,104,0,0,0,52,52,0,0,0,0,0,0,0
11415,735,TAMPINES ST 72,14,1996,Y,Y,N,N,N,N,TAP,117,0,0,0,91,26,0,0,0,0,0,0,0
11420,736,TAMPINES ST 72,14,1996,Y,N,N,Y,N,N,TAP,91,0,0,0,65,26,0,0,0,0,0,0,0
11427,737,TAMPINES ST 72,14,1996,Y,N,N,N,N,N,TAP,52,0,0,0,0,0,52,0,0,0,0,0,0
11433,738,TAMPINES ST 72,14,1996,Y,N,N,N,N,N,TAP,52,0,0,0,0,0,52,0,0,0,0,0,0
11440,739,TAMPINES ST 72,14,1996,Y,N,N,N,N,N,TAP,52,0,0,0,0,0,52,0,0,0,0,0,0
11456,740,TAMPINES ST 72,14,1996,Y,N,N,N,N,N,TAP,52,0,0,0,0,0,52,0,0,0,0,0,0
11462,741,TAMPINES ST 72,14,1996,Y,Y,N,N,N,N,TAP,119,0,0,0,92,27,0,0,0,0,0,0,0
11468,742,TAMPINES ST 72,14,1996,Y,N,N,N,N,N,TAP,121,0,0,0,94,27,0,0,0,0,0,0,0
11471,742A,TAMPINES ST 72,5,1996,N,Y,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
11929,801,TAMPINES AVE 4,4,1983,Y,Y,N,N,N,N,TAP,32,0,0,28,4,0,0,0,0,0,0,0,0
11941,802,TAMPINES AVE 4,4,1983,Y,Y,N,N,N,N,TAP,27,0,0,22,5,0,0,0,0,0,0,0,0
11950,803,TAMPINES AVE 4,9,1983,Y,Y,N,Y,N,N,TAP,140,0,0,104,32,2,2,0,0,0,0,0,0
11961,804,TAMPINES AVE 4,12,1983,Y,N,N,Y,N,N,TAP,88,0,0,0,12,76,0,0,0,0,0,0,0
11970,805,TAMPINES AVE 4,12,1983,Y,Y,N,N,N,N,TAP,88,0,0,0,88,0,0,0,0,0,0,0,0
11980,806,TAMPINES AVE 4,12,1983,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
11986,807,TAMPINES AVE 4,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
11997,808,TAMPINES AVE 4,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12010,809,TAMPINES AVE 4,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12031,810,TAMPINES AVE 4,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12040,811,TAMPINES AVE 4,12,1983,Y,Y,N,N,N,N,TAP,110,0,0,0,110,0,0,0,0,0,0,0,0
12046,812,TAMPINES AVE 4,12,1983,Y,N,N,N,N,N,TAP,110,0,0,0,110,0,0,0,0,0,0,0,0
12054,813,TAMPINES ST 81,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12063,814,TAMPINES ST 81,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12067,815,TAMPINES AVE 4,16,1984,Y,Y,N,N,N,N,TAP,90,0,0,0,12,78,0,0,0,0,0,0,0
12074,816,TAMPINES AVE 4,16,1984,Y,N,N,N,N,N,TAP,90,0,0,0,12,78,0,0,0,0,0,0,0
12082,817,TAMPINES ST 81,12,1983,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12090,818,TAMPINES ST 81,12,1983,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12097,819,TAMPINES ST 81,9,1983,Y,Y,N,N,N,N,TAP,141,0,0,106,32,2,1,0,0,0,0,0,0
12119,820,TAMPINES ST 81,4,1983,Y,Y,N,N,N,N,TAP,39,0,0,34,5,0,0,0,0,0,0,0,0
12125,821,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,24,0,0,24,0,0,0,0,0,0,0,0,0
12130,822,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,22,0,0,22,0,0,0,0,0,0,0,0,0
12134,823,TAMPINES ST 81,3,1987,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12137,823A,TAMPINES ST 81,4,2000,N,Y,Y,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12140,824,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,48,0,0,48,0,0,0,0,0,0,0,0,0
12145,825,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,31,0,0,30,0,0,1,0,0,0,0,0,0
12149,826,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,52,0,0,51,0,0,1,0,0,0,0,0,0
12152,826A,TAMPINES ST 81,1,1985,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12154,827,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,47,0,0,47,0,0,0,0,0,0,0,0,0
12157,827A,TAMPINES ST 81,15,2001,Y,N,N,Y,N,N,TAP,208,0,67,0,0,0,0,0,141,0,0,0,0
12158,827B,TAMPINES ST 81,1,2001,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12160,828,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,52,0,0,51,0,0,1,0,0,0,0,0,0
12164,828A,TAMPINES ST 81,1,1985,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12166,829,TAMPINES ST 81,4,1984,Y,Y,N,N,N,N,TAP,47,0,0,47,0,0,0,0,0,0,0,0,0
12183,830,TAMPINES ST 82,4,1985,Y,N,N,N,N,N,TAP,71,0,0,54,16,1,0,0,0,0,0,0,0
12190,831,TAMPINES ST 83,4,1985,Y,N,N,N,N,N,TAP,72,0,0,56,16,0,0,0,0,0,0,0,0
12195,832,TAMPINES ST 82,13,1984,Y,N,N,N,N,N,TAP,96,0,0,0,96,0,0,0,0,0,0,0,0
12201,833,TAMPINES ST 83,13,1984,Y,N,N,N,N,N,TAP,96,0,0,0,96,0,0,0,0,0,0,0,0
12206,834,TAMPINES ST 82,4,1985,Y,N,N,N,N,N,TAP,16,0,0,8,8,0,0,0,0,0,0,0,0
12211,835,TAMPINES ST 83,4,1985,Y,Y,N,N,N,N,TAP,16,0,0,12,4,0,0,0,0,0,0,0,0
12216,836,TAMPINES ST 82,13,1984,Y,N,N,N,N,N,TAP,96,0,0,0,96,0,0,0,0,0,0,0,0
12221,837,TAMPINES ST 83,13,1984,Y,N,N,N,N,N,TAP,96,0,0,0,96,0,0,0,0,0,0,0,0
12227,838,TAMPINES ST 82,13,1984,Y,N,N,N,N,N,TAP,96,0,0,0,96,0,0,0,0,0,0,0,0
12232,839,TAMPINES ST 83,13,1984,Y,N,N,Y,N,N,TAP,96,0,0,0,96,0,0,0,0,0,0,0,0
12248,840,TAMPINES ST 82,11,1985,Y,Y,N,Y,N,N,TAP,124,0,0,0,72,52,0,0,0,0,0,0,0
12253,841,TAMPINES ST 83,11,1985,Y,Y,N,N,N,N,TAP,124,0,0,0,72,52,0,0,0,0,0,0,0
12259,842,TAMPINES ST 82,11,1985,Y,Y,N,Y,N,N,TAP,124,0,0,0,72,52,0,0,0,0,0,0,0
12261,842A,TAMPINES ST 82,6,1993,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12262,842B,TAMPINES ST 82,16,1993,Y,N,N,Y,N,N,TAP,132,0,0,0,61,71,0,0,0,0,0,0,0
12263,842C,TAMPINES ST 82,16,1993,Y,N,N,Y,N,N,TAP,94,0,0,0,38,56,0,0,0,0,0,0,0
12264,842D,TAMPINES ST 82,16,1993,Y,N,N,N,N,N,TAP,97,0,0,0,52,45,0,0,0,0,0,0,0
12265,842E,TAMPINES ST 82,16,1994,Y,N,N,N,N,N,TAP,82,0,0,0,26,56,0,0,0,0,0,0,0
12266,842F,TAMPINES ST 82,16,1993,Y,N,N,N,N,N,TAP,69,0,0,0,26,43,0,0,0,0,0,0,0
12267,842G,TAMPINES ST 82,16,1994,Y,N,N,Y,N,N,TAP,135,0,0,0,79,56,0,0,0,0,0,0,0
12268,842H,TAMPINES ST 82,16,1994,Y,Y,N,N,N,N,TAP,132,0,0,0,61,71,0,0,0,0,0,0,0
12270,843,TAMPINES ST 83,11,1986,Y,Y,N,N,N,N,TAP,124,0,0,0,72,52,0,0,0,0,0,0,0
12274,844,TAMPINES ST 82,4,1985,Y,Y,N,N,N,N,TAP,18,0,0,12,5,1,0,0,0,0,0,0,0
12279,845,TAMPINES ST 83,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12284,846,TAMPINES ST 82,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12289,847,TAMPINES ST 83,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12293,848,TAMPINES ST 82,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12298,849,TAMPINES ST 83,4,1986,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0
12318,850,TAMPINES ST 82,4,1985,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0
12324,851,TAMPINES ST 83,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12329,852,TAMPINES ST 82,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12334,853,TAMPINES ST 83,12,1985,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12338,854,TAMPINES ST 82,12,1985,Y,N,N,Y,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0
12343,855,TAMPINES ST 83,11,1986,Y,Y,N,Y,N,N,TAP,124,0,0,0,72,52,0,0,0,0,0,0,0
12348,856,TAMPINES ST 82,11,1985,Y,Y,N,Y,N,N,TAP,124,0,0,0,72,52,0,0,0,0,0,0,0
12350,856A,TAMPINES ST 82,5,1993,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0
12351,856B,TAMPINES ST 82,16,1994,Y,N,N,N,N,N,TAP,78,0,0,0,0,0,78,0,0,0,0,0,0
12352,856C,TAMPINES ST 82,16,1994,Y,N,N,N,N,N,TAP,80,0,0,0,0,0,80,0,0,0,0,0,0
12353,856D,TAMPINES ST 82,15,1993,Y,N,N,N,N,N,TAP,76,0,0,0,0,0,76,0,0,0,0,0,0
12354,856E,TAMPINES ST 82,15,1994,Y,Y,N,Y,N,N,TAP,76,0,0,0,0,0,76,0,0,0,0,0,0
12355,856F,TAMPINES ST 82,15,1994,Y,N,N,N,N,N,TAP,78,0,0,0,0,0,78,0,0,0,0,0,0
12357,857,TAMPINES ST 83,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,0,0,80,0,0,0,0,0,0
12359,857A,TAMPINES ST 83,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12360,857B,TAMPINES ST 83,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12362,858,TAMPINES AVE 5,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,0,0,80,0,0,0,0,0,0
12365,858A,TAMPINES AVE 5,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12366,858B,TAMPINES AVE 5,4,1987,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0
12367,858C,TAMPINES WALK,14,2023,Y,N,N,N,N,N,TAP,181,0,78,26,51,26,0,0,0,0,0,0,0
12368,858D,TAMPINES WALK,13,2023,Y,N,N,N,N,N,TAP,47,0,0,0,23,24,0,0,0,0,0,0,0
